   0.0000000000000000       0.99789270472577307        0.0000000000000000        0.0000000000000000        1.0000000000000000       -3.0718590003307685E-003
   9.9999997500000001E-005  0.99701947004013181        1.2102086205730675E-002   4.5224292991971645E-006   1.0008754462255280       -3.0724388163900721E-003
   2.0049999900000000E-004  0.99618000479811986        2.4216830330613018E-002   4.5646705679621253E-007   1.0017189981157346       -3.0722502196787759E-003
   3.0150957199999998E-004  0.99534814030364305        3.6393072186209421E-002   5.7672735734433781E-006   1.0025558780761692       -3.0726985516021923E-003
   4.0303840100000001E-004  0.99453947312083335        4.8583137424986871E-002   2.2628487072887052E-006   1.0033716426051233       -3.0718589199935403E-003
   5.0509627899999999E-004  0.99374850353665667        6.0837023371651124E-002   8.4519482109513524E-006   1.0041695313579759       -3.0729313642938959E-003
   6.0769315999999998E-004  0.99297101859097314        7.3105943954223943E-002   5.6029363456574147E-006   1.0049567878636705       -3.0714791765286517E-003
   7.1083911499999998E-004  0.99222094580123354        8.5440679085865265E-002   1.2746270387327635E-005   1.0057153435228967       -3.0731350479576117E-003
   8.1454432800000004E-004  0.99147508885025393        9.7791610467308929E-002   1.0652649942052239E-005   1.0064733139097533       -3.0711103001719161E-003
   9.1881916199999998E-004  0.99076592922007800       0.11020997340823493        1.8831284278216591E-005   1.0071921949597205       -3.0733076640270902E-003
   1.0236740299999999E-003  0.99005217461805328       0.12264558788263449        1.7598363482953869E-005   1.0079200767465737       -3.0707524429439384E-003
   1.1291195400000001E-003  0.98938391690517358       0.13514982566838696        2.6882536767512329E-005   1.0085989857747282       -3.0734473288833819E-003
   1.2351664499999999E-003  0.98870294123254743       0.14767217650751469        2.6585350029219927E-005   1.0092957751310092       -3.0704060559582744E-003
   1.3418257000000001E-003  0.98807598978599831       0.16026383519839810        3.7045650015618752E-005   1.0099340032047031       -3.0735570918038707E-003
   1.4491083600000000E-003  0.98742869796629962       0.17287424388191441        3.7785601598976349E-005   1.0105984728854998       -3.0700666937904936E-003
   1.5570255900000001E-003  0.98684349318411557       0.18555408448634247        4.9503595138403684E-005   1.0111952861667919       -3.0736319356439372E-003
   1.6655887000000000E-003  0.98623086340251975       0.19825300387810291        5.1383558323680033E-005   1.0118261353891658       -3.0697330640061826E-003
   1.7748092100000001E-003  0.98568786147464904       0.21102087112456150        6.4441463129555189E-005   1.0123807966301404       -3.0736699294975460E-003
